Place_Id,Place_Name,Description,Category,City,Tags
27,Sea World,"Seaworld Indonesia adalah sebuah miniatur pesona laut yang terdapat dalam kompleks wisata pertama di Taman Impian Jaya Ancol.\nPada tanggal 2 Oktober 1992, Gubernur DKI masa itu, Wiyogo Atmodarminto meletakkan batu pertama pembangunan Seaworld Indonesia. Tidak sampai dua tahun, pada tanggal 3 Juni 1994 SeaWorld Indonesia sudah mulai beroperasi. Area Seaworld seluas 3 hektare dengan luas bangunan utama 4.500 m2 berisi berbagai macam akuarium, lorong Antasena (lorong bawah air), perpustakaan, museum, terapi ikan dokter, glow theatre, komputer edukatif layar sentuh berisi informasi berbagai spesies di Seaworld dan bermacam fasilitas pelengkap untuk pengunjung seperti tempat makan, toko suvenir, dan ruang serba guna.",Taman Hiburan,Jakarta,seaworld indonesia miniatur pesona laut kompleks wisata taman impi jaya tanggal 2 oktober 1992 gubernur dki wiyogo atmodarminto letak batu bangun seaworld indonesia tidak tanggal 3 juni 1994 seaworld indonesia operasi area seaworld luas 3 hektare luas bangun utama m2 isi akuarium lorong antasena lorong air pustaka museum terapi ikan dokter glow theatre komputer edukatif layar sentuh isi informasi spesies seaworld fasilitas lengkap unjung makan toko suvenir ruang serba
28,Wisata Agro Edukatif Istana Susu Cibugary,Kawasan Wisata Agro Edukatif Istana Susu “Cibugary” (Cibubur Garden Dairy ) merupakan suatu kawasan agro peternakan sapi perah bernuansa kebun dan taman. Wisata edukasi Cibubur Garden Dairy (CIBUGARY) merupakan salah wisata edukasi yang diminati siswa sekolah. Edukasi pengenalan peternakan sapi memberikan pengalaman yang tidak dapat dilupakan oleh siswa sekolah. Kegiatan edukasi yang tidak terlalu banyak dan menyenangkan ini sangat disukai siswa sekolah. Dengan berwisata edukasi ini dapat menambah ilmu dan pengalaman secara langsung bagi siswa sekolah. Paket wisata edukatif Istana Susu Cibugary dihargai antara Rp 35.000 sampai Rp 65.000 per orang. Harga tersebut sudah termasuk beberapa botol susu pasteurisasi dan goodybag cibugary.,Taman Hiburan,Jakarta,kawasan wisata agro edukatif istana susu cibugary cibubur garden dairy kawasan agro terna sapi perah nuansa kebun taman wisata edukasi cibubur garden dairy cibugary salah wisata edukasi mati siswa sekolah edukasi kenal terna sapi alam lupa siswa sekolah giat edukasi senang suka siswa sekolah dengan wisata edukasi tambah ilmu alam langsung siswa sekolah paket wisata edukatif istana susu cibugary harga rp rp orang harga botol susu pasteurisasi goodybag cibugary
29,Wisata Kuliner Pecenongan,"Pecenongan merupakan salah satu surga kuliner di Jakarta Pusat yang dikenal sejak zaman Jakarta masih bernama kota Batavia. Dulunya di kawasan ini terdapat pedagang kaki lima yang menjajakan kuliner di pinggir jalan, tetapi tahun demi tahun kawasan Pecenongan semakin ramai dengan adanya rumah makan-rumah makan yang mulai dibangun. Kawasan pecenongan ini cocok bagi kalian yang ingin berwisata kuliner dimalam hari, beragam jenis kuliner yang pastinya membuat kamu kebingungan ingin mencoba yang mana terlebih dahulu. Tak heran jika orang yang sudah pernah mencoba pergi kulineran ke sini pasti akan kembali lagi.",Pusat Perbelanjaan,Jakarta,pecenongan salah surga kuliner jakarta pusat kenal zaman jakarta nama kota batavia dulunya kawasan dagang kaki jaja kuliner pinggir jalan kawasan pecenongan ramai rumah makan bangun kawasan pecenongan cocok wisata kuliner malam agam jenis kuliner pasti bingung coba tak heran orang coba pergi kuliner
30,Taman Menteng,"Taman Menteng adalah sebuah taman yang berlokasi di kawasan Menteng, Jakarta Pusat. Taman ini dulunya ditempati oleh Stadion Menteng.\nTaman ini berdiri di atas lahan seluas 2,9 hektar, dan memiliki koleksi 30 spesies tanaman yang berbeda. Taman Menteng juga memiliki beragam fasilitas pendukung seperti taman bermain untuk anak-anak serta lapangan futsal dan basket. Uniknya, di taman ini terdapat pula 44 sumur resapan untuk membantu penyerapan air hujan ke dalam tanah.",Taman Hiburan,Jakarta,taman menteng taman lokasi kawasan menteng jakarta pusat taman dulunya tempat stadion diri lahan luas hektar milik koleksi 30 spesies tanam beda taman menteng milik agam fasilitas dukung taman main lapang futsal basket unik taman 44 sumur resap bantu serap air hujan tanah
31,Wisata Alam Mangrove Angke,"Jangan anggap di Jakarta tidak ada wisata alam. Langsung meluncur ke Jakarta Utara, tepatnya di Kamal Muara Penjaringan atau Pantai Indah Kapuk. Di daerah ini terdapat area wisata alam yaitu Taman Wisata Mangrove Jakarta yang sekarang dan beberapa tahun belakangan tengah hits. Di kawasan ini terdapat tiga area, satu berupa Suaka Margasatwa Muara Angke yang tertutup untuk umum, Hutan Mangrove milik Pemprov DKI tetapi kurang begitu menarik untuk wisata. Selanjutnya Taman Wisata Alam Mangrove Angke yang memang merupakan area wisata berbasis konservasi mangrove.",Cagar Alam,Jakarta,jangan anggap jakarta wisata alam langsung luncur jakarta utara tepat kamal muara jaring pantai indah kapuk di daerah area wisata alam taman wisata mangrove jakarta hit di kawasan area suaka margasatwa muara angke tutup hutan mangrove milik pemprov dki tarik wisata lanjut taman wisata alam mangrove angke area wisata ba konservasi mangrove
32,Setu Babakan,"Setu Babakan atau Danau Babakan terletak di Srengseng Sawah, kecamatan Jagakarsa, Kotamadya Jakarta Selatan, Indonesia dekat Depok yang berfungsi sebagai pusat Perkampungan Budaya Betawi, suatu area yang diperuntukkan untuk pelestarian warisan budaya Jakarta, yaitu budaya asli Betawi.\nPerkampungan budaya Betawi ini didirikan pada tanggal 18 Agustus 2000 melalui Surat Keputusan Gubernur DKI Nomor 92 tahun 2000 yang dikeluarkan oleh Gubernur DKI Jakarta pada waktu itu yaitu Sutiyoso\nSitu Babakan merupakan danau buatan dengan area 30 hektare (79 akre) dengan kedalaman 1-5 meter dimana airnya berasal dari Sungai Ciliwung dan saat ini digunakan sebagai tempat wisata alternatif, bagi warga dan para pengunjung.\nTaman disekitarnya ditanami dengan beragam pohon buah-buahan yaitu Mangga, Palem, Melinjo, Rambutan, Jambu, Pandan, Kecapi, Jamblang, Krendang, Guni, Nangka Cimpedak, Nam-nam, dan Jengkol.\nBanyak kuliner khas Betawi terdapat disini, antara lain Kerak Telor, Toge Goreng, Arum Manis, Rujak Bebek, Soto Betawi, Es Potong, Es Duren, Bir Pletok, Nasi Uduk, Nasi Ulam, Lontong Sayur, dll.\nWisata budaya yang disajikan antara laim rumah-rumah khas Betawi yang dibagi menjadi 3 macam, pertama rumah Betawi gudang atau kandang, kedua rumah Betawi Kebaya atau Bapang, dan yang ketiga adalah rumah Joglo, hampir serupa dengan rumah khas Yogyakarta.\nKeseniannya berupa Lenong, Tari Topeng, Tanjidor, Marawis, Gambang Kromong, Tari Lenggang Nyai, dan Tari Narojeng.\nUpacara Adat yang ada di perkampungan Betawi Setu Babakan adalah Penganten Sunat, Pindah Rumah, Khatam Qur'an, dan Nujuh Bulan.\nMayoritas penduduk di Setu Babakan adalah Betawi, dengan program dari pemda DKI untuk memperbaiki sarana dan prasarana yang ada untuk mengakomodasi kebutuhan ruang terbuka hijau, serta area untuk resapan air, setu babakan berbenah diri dengan dukungan penuh dari pemda DKI\nFungsi dari Setu ini bukan hanya untuk tempat melestarikan kebudayaan betawi yang makin tergerus oleh zaman, tetapi digunakan juga sebagai tempat alternatif rekreasi yang berlokasi di selatan jakarta. selain fungsi utamanya sebagai penampung air resapan untuk selatan jakarta,",Budaya,Jakarta,setu babakan danau babakan letak srengseng sawah camat jagakarsa kotamadya jakarta selatan indonesia depok fungsi pusat kampung budaya betawi area untuk lestari waris budaya jakarta budaya asli budaya betawi diri tanggal 18 agustus 2000 surat putus gubernur dki nomor 92 2000 keluar gubernur dki jakarta babakan danau buat area 30 hektare 79 akre dalam meter mana air asal sungai ciliwung wisata alternatif warga sekitar tanam agam pohon mangga palem melinjo rambutan jambu pandan kecapi jamblang krendang gun nangka cimpedak kuliner khas betawi kerak telor toge goreng arum manis rujak bebek soto betawi e potong e duren bir pletok nasi uduk nasi ulam lontong sayur budaya saji laim khas betawi bagi 3 rumah betawi gudang kandang rumah betawi kebaya bapang tiga rumah joglo rumah khas lenong tari topeng tanjidor marawis gambang kromong tari lenggang nyai tari adat kampung betawi setu babakan penganten sunat pindah rumah khatam nujuh duduk setu babakan betawi program pemda dki baik sarana prasarana akomodasi butuh ruang buka hijau area resap air setu babakan benah dukung penuh pemda setu lestari budaya betawi gerus zaman alternatif rekreasi lokasi selatan jakarta fungsi utama tampung air resap selatan jakarta
33,Taman Suropati,"Taman Suropati (awalnya bernama Burgemeester Bisschopplein) adalah nama sebuah taman di Jakarta. Pada awalnya nama taman ini diambil dari nama wali kota Batavia pertama, G.J. Bisshop (1916–1920). Taman ini merupakan pusat kawasan Menteng, berada tepat di antara pertemuan tiga jalan utama, yaitu Menteng Boulevard (Jalan Teuku Umar), Orange Boulevard (Jalan Diponegoro), dan Nassau Boulevard (Jalan Imam Bonjol). Lapangan yang kini disebut sebagai Taman Suropati ini sejak tahun 1920 sudah menggantikan lapangan bundar yang luas dalam Rencana Moojen. Taman Suropati, yang disebut-sebut sebagai titik nol Republik Indonesia, menjadi taman yang rindang dan sejak beberapa tahun yang lalu dihiasi dengan patung-patung karya pematung dari negara-negara pendiri Perhimpunan Bangsa-Bangsa Asia Tenggara.",Taman Hiburan,Jakarta,taman suropati nama burgemeester bisschopplein nama taman jakarta pada nama taman ambil nama wali kota batavia bisshop taman pusat kawasan menteng temu jalan utama menteng boulevard jalan teuku umar orange boulevard jalan diponegoro nassau boulevard jalan imam bonjol lapang taman suropati 1920 ganti lapang bundar luas rencana moojen taman suropati titik nol republik indonesia taman rindang hias karya patung diri himpun asia tenggara
34,Pasar Taman Puring,"Taman Puring bukanlah taman secara harfiah. Sejak eksis di tahun 1960 silam, Taman Puring adalah sebuah pasar. Selama bertahun-tahun, pasar ini sempat menjadi pasar gelap alias pasar barang-barang ilegal. Antara tahun 1980-1990an, pasar ini makin dijauhi masyarakat karena menjadi sentra barang-barang hasil tindakan kriminal. Sejak terbakar pada 2002, Pasar Taman Puring perlahan berbenah diri hingga sekarang menjadi destinasi belanja akhir pekan favorit warga Jakarta. Ada ratusan kios sepatu pria mulai dari sepatu kulit, sepatu gunung, sepatu futsal, hingga sepatu gaul khas anak muda. Beragam merk mulai dari Adidas, Caterpillar, Nike, Karrimor, Vans, hingga Converse tersedia dalam berbagai model dan warna.",Pusat Perbelanjaan,Jakarta,taman puring taman harfiah sejak eks 1960 silam taman puring pasar lama pasar pasar gelap alias pasar ilegal antara pasar jauh masyarakat sentra hasil tindak kriminal sejak bakar 2002 pasar taman puring perlahan benah destinasi belanja pekan favorit warga jakarta ada ratus kios sepatu pria sepatu kulit sepatu gunung sepatu futsal sepatu gaul khas anak muda agam merk adidas caterpillar nike karrimor van converse sedia model warna
35,Grand Indonesia Mall,"Grand Indonesia merupakan mal di Jakarta. Mal ini dibuka pada tahun 2007 oleh Presiden Susilo Bambang Yudhoyono. Pada tahun 2007, Hotel Indonesia mengalami pemugaran. Selanjutnya setelah dibuka kembali, hotel dikelola oleh grup Kempinski dan namanya diganti menjadi Hotel Indonesia-Kempinski.",Pusat Perbelanjaan,Jakarta,grand indonesia mal jakarta mal buka 2007 presiden susilo bambang yudhoyono pada 2007 hotel indonesia alami pugar lanjut buka hotel kelola grup kempinski nama ganti hotel
36,Skyrink - Mall Taman Anggrek,Salah satu arena ice skating Jakarta adalah Ice Skating Taman Anggrek. Area ice skating di Taman Anggrek dibuat seluas 1.248 meter persegi. Ice Skating Termegah Di Indonesia adalaH di Taman Anggrek. Tidak hanya termegah di Indonesia tetapi juga termegah di Asia.Maka dari itu tidak mengherankan bahwa banyak sekali pengunjung yang datang.,Taman Hiburan,Jakarta,salah arena ice skating jakarta ice skating taman anggrek area ice skating taman anggrek luas meter persegi ice skating megah di indonesia adalah taman anggrek tidak megah indonesia megah heran unjung
37,Bumi Perkemahan Cibubur,"Bumi Perkemahan dan Graha Wisata Pramuka Cibubur (Buperta Cibubur) adalah kawasan perkemahan yang terdapat di Cibubur, Ciracas, Jakarta Timur. Kawasan ini memiliki luas 210 hektar dan sudah berkali-kali menjadi lokasi pelaksanaan Jambore Nasional sejak tahun 1973. Buperta Cibubur dibangun di kawasan yang sebelumnya merupakan hutan karet. Pihak pengelola juga bekerja sama dengan TNI AD dan TNI AU dalam pengelolaan Buperta Cibubur.Buperta Cibubur dapat diakses dari Terminal Kampung Rambutan dengan angkutan umum jurusan Kranggan atau Mekarsari Jonggol,",Taman Hiburan,Jakarta,bumi kemah graha wisata pramuka cibubur buperta cibubur kawasan kemah cibubur ciracas jakarta timur kawasan milik luas 210 hektar lokasi laksana jambore nasional 1973 buperta cibubur bangun kawasan hutan karet pihak kelola tni ad tni au kelola buperta cibubur akses terminal kampung rambutan angkut jurus kranggan mekarsari jonggol
38,Istana Negara Republik Indonesia,"Istana Negara merupakan pusat kegiatan pemerintahan negara. Banyak kegiatan-kegiatan bersifat kenegaraan digelar di Istana Negara. Seperti kegiatan pelantikan pejabat-pejabat penting negara, maupun pembukaan kongres bersifat nasional dan internasional. Istana Negara fungsinya lebih difokuskan kepada kegiatan resmi kepresidenan, yaitu sebagai kantor Presiden Republik Indonesia. Dilansir situs Sekretaris Negara (Sesneg), Istana Negara awalnya sebagai kediaman pribadi warga Belanda, J.A Van Braam.",Budaya,Jakarta,istana negara pusat giat perintah negara banyak sifat negara gelar istana negara seperti giat lantik negara buka kongres sifat nasional internasional istana negara fungsi fokus giat resmi presiden kantor presiden republik indonesia lansir situs sekretaris negara sesneg istana negara diam pribadi warga belanda van braam
39,Museum Macan (Modern and Contemporary Art in Nusantara),"Museum Seni Modern dan Kontemporer di Nusantara atau Museum MACAN adalah sebuah museum seni di Kebon Jeruk di Jakarta, Indonesia. Museum ini merupakan yang pertama di Indonesia yang memiliki koleksi seni modern dan kontemporer Indonesia dan internasional.",Budaya,Jakarta,museum seni modern kontemporer nusantara museum macan museum seni kebon jeruk jakarta indonesia museum indonesia milik koleksi seni modern kontemporer indonesia internasional
40,Galeri Nasional Indonesia,"Galeri Nasional Indonesia (bahasa Inggris: National Gallery of Indonesia) adalah sebuah lembaga budaya negara atau sebagai museum seni rupa modern dan kontemporer. Di sini terdapat gedung yang berfungsi antara lain sebagai tempat pameran, dan perhelatan seni rupa Indonesia dan mancanegara. Gedung ini merupakan institusi milik pemerintah di bawah Menteri Pendidikan dan Kebudayaan. Fungsi Galeri Nasional Indonesia adalah melaksanakan pengkajian, pengumpulan, registrasi, perawatan, pengamanan, pameran, kemitraan, layanan edukasi dan publikasi karya seni rupa. Lalu fungsi utamanya adalah melindungi, pengembangan, dan pemanfaatan asset kesenian (seni rupa) sebagai fasilitas pendidikan dan kebudayaan. Galeri Nasional beralamat di Jalan Medan Merdeka Timur No. 14 Jakarta Pusat.",Budaya,Jakarta,galeri nasional indonesia bahasa inggris national gallery of indonesia lembaga budaya negara museum seni rupa modern kontemporer di gedung fungsi pamer helat seni rupa indonesia mancanegara gedung institusi milik perintah menteri didik budaya fungsi galeri nasional indonesia laksana kaji kumpul registrasi awat aman pamer mitra layan edukasi publikasi karya seni rupa lalu fungsi utama lindung kembang manfaat asset seni seni rupa fasilitas didik budaya galeri nasional alamat jalan medan merdeka timur no 14 jakarta pusat
41,Museum Bahari Jakarta,Museum Bahari adalah museum yang menyimpan koleksi yang berhubungan dengan kebaharian dan kenelayanan bangsa Indonesia dari Sabang hingga Merauke yang berlokasi di seberang Pelabuhan Sunda Kelapa. Museum adalah salah satu dari delapan museum yang berada di bawah pengawasan dari Dinas Kebudayaan Permuseuman Provinsi Daerah Khusus Ibu kota Jakarta.,Budaya,Jakarta,museum bahari museum simpan koleksi hubung bahari nelayan bangsa indonesia sabang merauke lokasi seberang labuh sunda kelapa museum salah delapan museum awas dinas budaya museum provinsi daerah khusus ibu kota jakarta
42,Museum Seni Rupa dan Kramik,"Museum Seni Rupa dan Keramik (Indonesia: Museum Seni Rupa dan Keramik) adalah sebuah museum di Jakarta, Indonesia. Museum ini didedikasikan khusus untuk menampilkan seni rupa tradisional dan keramik Indonesia. Museum ini terletak di sisi timur Lapangan Fatahillah, dekat Museum Sejarah Jakarta dan Museum Wayang.",Budaya,Jakarta,museum seni rupa keramik indonesia museum seni rupa keramik museum jakarta indonesia museum dedikasi khusus tampil seni rupa tradisional keramik indonesia museum letak sisi timur lapang fatahillah museum sejarah jakarta museum wayang
43,The Escape Hunt,"Escape Hunt adalah salah satu tempat rekreasi yang lokasinya terletak di Jakarta Selatan. Di tempat ini, kamu akan berperan sebagai seorang detektif yang berada di sebuah ruangan terkunci dan hanya diberikan waktu 1 jam untuk memecahkan teka-teki yang ada. Tidak perlu khawatir atau takut sendirian, karena di sini kamu bisa mengajak hingga 4 temanmu dalam satu ruangan yang sama dan memecahkan kasus bersama-sama. Menarik sekali, bukan? Pertama kali datang di tempat ini, kamu akan dituntun untuk mengisi data di formulir yang telah disediakan dan diberikan briefing oleh pemandu game mengenai jalan cerita tema/kasus yang sudah kamu tentukan.",Taman Hiburan,Jakarta,escape hunt salah rekreasi lokasi letak jakarta selatan di peran detektif ruang kunci 1 jam pecah tidak khawatir takut ajak 4 teman ruang pecah tarik pertama kali tuntun isi data formulir sedia briefing pandu game jalan cerita tentu
